problema,n,k,algoritmo,status,synthesis_time_ms,max_memory_mb,expanded_states,used_states,expanded_transitions,used_transitions,heuristic_time_ms
BW,4,9,MonolithicController,OK,6096,2078.72,160002,160001,957288,721376,0
BW,4,9,DirectedController,OK,408,45.93,175,175,254,254,78
BW,4,9,PORController,OK,1773,286.13,21253,131390,100436,612657,0
BW,4,9,PORGeneralizedController,OK,10754,662.04,106282,130890,503290,611161,0
BW,4,10,MonolithicController,OK,9239,3133.44,234258,234257,1404422,1065377,0
BW,4,10,DirectedController,OK,458,55.64,191,191,278,278,106
BW,4,10,PORController,OK,2726,419.13,29901,195568,142248,917802,0
BW,4,10,PORGeneralizedController,OK,15574,1372.16,151824,195112,723404,916434,0
BW,4,11,MonolithicController,OM,,,,,,,
BW,4,11,DirectedController,OK,469,66.31,207,207,302,302,105
BW,4,11,PORController,OK,3602,591.13,40951,280952,195890,1325213,0
BW,4,11,PORGeneralizedController,OK,22827,1617.92,210626,280534,1008744,1323961,0
BW,4,12,MonolithicController,OM,,,,,,,
BW,4,12,DirectedController,OK,507,88.76,223,223,326,326,102
BW,4,12,PORController,OM,,,,,,,
BW,4,12,PORGeneralizedController,OK,32085,1597.44,285040,391380,1371058,1854370,0
BW,4,13,MonolithicController,OM,,,,,,,
BW,4,13,DirectedController,OK,633,23.53,239,239,350,350,115
BW,4,13,PORController,OM,,,,,,,
BW,4,13,PORGeneralizedController,OK,45089,2672.64,377610,532258,1823066,2530185,0
BW,4,14,MonolithicController,OM,,,,,,,
BW,4,14,DirectedController,OK,581,40.8,255,255,374,374,114
BW,4,14,PORController,OM,,,,,,,
BW,4,14,PORGeneralizedController,OK,58767,2723.84,491072,708160,2378460,3375826,0
BW,4,15,MonolithicController,OM,,,,,,,
BW,4,15,DirectedController,OK,635,59.25,271,271,398,398,111
BW,4,15,PORController,OM,,,,,,,
BW,4,15,PORGeneralizedController,OK,92577,3123.2,628354,924462,3051904,4417609,0
BW,5,1,MonolithicController,OK,97,28.28,1026,1025,6893,3374,0
BW,5,1,DirectedController,OK,170,10.47,95,95,126,126,29
BW,5,1,PORController,OK,90,10.49,253,365,1078,1248,0
BW,5,1,PORGeneralizedController,OK,119,18.7,253,365,1078,1248,0
BW,5,2,MonolithicController,OK,475,145.01,7778,7777,53895,32705,0
BW,5,2,DirectedController,OK,213,15.15,127,127,174,174,30
BW,5,2,PORController,OK,165,37.56,925,3355,4565,15351,0
BW,5,2,PORGeneralizedController,OK,309,58.77,925,3355,4565,15351,0
BW,5,3,MonolithicController,OK,1597,428.99,32770,32769,231537,152556,0
BW,5,3,DirectedController,OK,241,21.23,159,159,222,222,35
BW,5,3,PORController,OK,330,67.64,2575,17405,13624,87682,0
BW,5,3,PORGeneralizedController,OK,620,185.46,2575,17405,13624,87682,0
BW,5,4,MonolithicController,OK,4226,1454.08,100002,100001,715559,492257,0
BW,5,4,DirectedController,OK,337,28.49,191,191,270,270,48
BW,5,4,PORController,OK,649,171.13,6007,60207,33076,317575,0
BW,5,4,PORGeneralizedController,OK,1194,380.99,6007,60207,33076,317575,0
BW,5,5,MonolithicController,OK,11428,3430.4,248834,248833,1796181,1268858,0
BW,5,5,DirectedController,OK,355,37.44,223,223,318,318,60
BW,5,5,PORController,OK,1100,336.13,12377,162961,69916,882720,0
BW,5,5,PORGeneralizedController,OK,1933,1290.24,12377,162961,69916,882720,0
BW,5,6,MonolithicController,OM,,,,,,,
BW,5,6,DirectedController,OK,439,52.8,255,255,366,366,91
BW,5,6,PORController,OK,1954,760.13,23257,374147,133715,2061847,0
BW,5,6,PORGeneralizedController,OK,3366,2048.0,23257,374147,133715,2061847,0
BW,5,7,MonolithicController,OM,,,,,,,
BW,5,7,DirectedController,OK,487,66.83,287,287,414,414,117
BW,5,7,PORController,OM,,,,,,,
BW,5,7,PORGeneralizedController,OK,36403,3215.36,293914,762181,1722184,4253638,0
BW,5,8,MonolithicController,OM,,,,,,,
BW,5,8,DirectedController,OK,552,83.9,319,319,462,462,113
BW,5,8,PORController,OM,,,,,,,
BW,5,8,PORGeneralizedController,OM,,,,,,,
BW,5,9,MonolithicController,OM,,,,,,,
BW,5,9,DirectedController,OK,634,25.4,351,351,510,510,135
BW,5,9,PORController,OM,,,,,,,
BW,5,9,PORGeneralizedController,OM,,,,,,,
BW,5,10,MonolithicController,OM,,,,,,,
BW,5,10,DirectedController,OK,695,47.6,383,383,558,558,152
BW,5,10,PORController,OM,,,,,,,
BW,5,10,PORGeneralizedController,OM,,,,,,,
BW,5,11,MonolithicController,OM,,,,,,,
BW,5,11,DirectedController,OK,722,73.12,415,415,606,606,130
BW,5,11,PORController,OM,,,,,,,
BW,5,11,PORGeneralizedController,OM,,,,,,,
BW,5,12,MonolithicController,OM,,,,,,,
BW,5,12,DirectedController,OK,870,33.75,447,447,654,654,173
BW,5,12,PORController,OM,,,,,,,
BW,5,12,PORGeneralizedController,OM,,,,,,,
BW,5,13,MonolithicController,OM,,,,,,,
BW,5,13,DirectedController,OK,946,71.62,479,479,702,702,185
BW,5,13,PORController,OM,,,,,,,
BW,5,13,PORGeneralizedController,OM,,,,,,,
BW,5,14,MonolithicController,OM,,,,,,,
BW,5,14,DirectedController,OK,1010,113.07,511,511,750,750,209
BW,5,14,PORController,OM,,,,,,,
BW,5,14,PORGeneralizedController,OM,,,,,,,
BW,5,15,MonolithicController,OM,,,,,,,
BW,5,15,DirectedController,OK,1144,38.99,543,543,798,798,248
BW,5,15,PORController,OM,,,,,,,
BW,5,15,PORGeneralizedController,OM,,,,,,,
BW,6,1,MonolithicController,OK,285,81.82,4098,4097,32186,15720,0
BW,6,1,DirectedController,OK,316,18.66,191,191,254,254,51
BW,6,1,PORController,OK,118,18.83,421,1094,2164,4439,0
BW,6,1,PORGeneralizedController,OK,175,26.8,421,1094,2164,4439,0
BW,6,2,MonolithicController,OK,2421,685.61,46658,46657,381448,229249,0
BW,6,2,DirectedController,OK,333,29.15,255,255,350,350,51
BW,6,2,PORController,OK,281,61.63,1849,16268,11048,88888,0
BW,6,2,PORGeneralizedController,OK,509,217.33,1849,16268,11048,88888,0
BW,6,3,MonolithicController,OM,,,,,,,
BW,6,3,DirectedController,OK,383,42.26,319,319,446,446,67
BW,6,3,PORController,OK,666,294.13,6007,119086,38510,712127,0
BW,6,3,PORGeneralizedController,OK,1242,1167.36,6007,119086,38510,712127,0
BW,6,4,MonolithicController,OM,,,,,,,
BW,6,4,DirectedController,OK,479,59.04,383,383,542,542,95
BW,6,4,PORController,OM,,,,,,,
BW,6,4,PORGeneralizedController,OK,2492,2918.4,16017,534848,106856,3331652,0
BW,6,5,MonolithicController,OM,,,,,,,
BW,6,5,DirectedController,OK,599,79.24,447,447,638,638,140
BW,6,5,PORController,OM,,,,,,,
BW,6,5,PORGeneralizedController,OM,,,,,,,
BW,6,6,MonolithicController,OM,,,,,,,
BW,6,6,DirectedController,OK,809,38.92,511,511,734,734,201
BW,6,6,PORController,OM,,,,,,,
BW,6,6,PORGeneralizedController,OM,,,,,,,
BW,6,7,MonolithicController,OM,,,,,,,
BW,6,7,DirectedController,OK,803,70.91,575,575,830,830,149
BW,6,7,PORController,OM,,,,,,,
BW,6,7,PORGeneralizedController,OM,,,,,,,
BW,6,8,MonolithicController,OM,,,,,,,
BW,6,8,DirectedController,OK,858,110.3,639,639,926,926,131
BW,6,8,PORController,OM,,,,,,,
BW,6,8,PORGeneralizedController,OM,,,,,,,
BW,6,9,MonolithicController,OM,,,,,,,
BW,6,9,DirectedController,OK,1016,62.62,703,703,1022,1022,230
BW,6,9,PORController,OM,,,,,,,
BW,6,9,PORGeneralizedController,OM,,,,,,,
BW,6,10,MonolithicController,OM,,,,,,,
BW,6,10,DirectedController,OK,1137,117.86,767,767,1118,1118,268
BW,6,10,PORController,OM,,,,,,,
BW,6,10,PORGeneralizedController,OM,,,,,,,
BW,6,11,MonolithicController,OM,,,,,,,
BW,6,11,DirectedController,OK,1333,56.72,831,831,1214,1214,328
BW,6,11,PORController,OM,,,,,,,
BW,6,11,PORGeneralizedController,OM,,,,,,,
BW,6,12,MonolithicController,OM,,,,,,,
BW,6,12,DirectedController,OK,1698,74.7,895,895,1310,1310,458
BW,6,12,PORController,OM,,,,,,,
BW,6,12,PORGeneralizedController,OM,,,,,,,
BW,6,13,MonolithicController,OM,,,,,,,
BW,6,13,DirectedController,OK,1966,166.06,959,959,1406,1406,586
BW,6,13,PORController,OM,,,,,,,
BW,6,13,PORGeneralizedController,OM,,,,,,,
BW,6,14,MonolithicController,OM,,,,,,,
BW,6,14,DirectedController,OK,2394,112.04,1023,1023,1502,1502,622
BW,6,14,PORController,OM,,,,,,,
BW,6,14,PORGeneralizedController,OM,,,,,,,
BW,6,15,MonolithicController,OM,,,,,,,
BW,6,15,DirectedController,OK,2544,53.33,1087,1087,1598,1598,803
BW,6,15,PORController,OM,,,,,,,
BW,6,15,PORGeneralizedController,OM,,,,,,,
BW,7,1,MonolithicController,OK,1054,494.77,16386,16385,147743,71670,0
BW,7,1,DirectedController,OK,399,35.56,383,383,510,510,48
BW,7,1,PORController,OK,171,38.04,661,3281,3987,15438,0
BW,7,1,PORGeneralizedController,OK,348,65.18,661,3281,3987,15438,0
BW,7,2,MonolithicController,OM,,,,,,,
BW,7,2,DirectedController,OK,555,58.39,511,511,702,702,128
BW,7,2,PORController,OK,497,215.13,3433,79875,24141,506505,0
BW,7,2,PORGeneralizedController,OK,2270,1157.12,12475,80913,89511,511177,0
BW,7,3,MonolithicController,OM,,,,,,,
BW,7,3,DirectedController,OK,646,87.38,639,639,894,894,131
BW,7,3,PORController,OM,,,,,,,
BW,7,3,PORGeneralizedController,OM,,,,,,,
BW,7,4,MonolithicController,OM,,,,,,,
BW,7,4,DirectedController,OK,868,48.53,767,767,1086,1086,223
BW,7,4,PORController,OM,,,,,,,
BW,7,4,PORGeneralizedController,OM,,,,,,,
BW,7,5,MonolithicController,OM,,,,,,,
BW,7,5,DirectedController,OK,1055,95.64,895,895,1278,1278,232
BW,7,5,PORController,OM,,,,,,,
BW,7,5,PORGeneralizedController,OM,,,,,,,
BW,7,6,MonolithicController,OM,,,,,,,
BW,7,6,DirectedController,OK,1229,84.78,1023,1023,1470,1470,316
BW,7,6,PORController,OM,,,,,,,
BW,7,6,PORGeneralizedController,OM,,,,,,,
BW,7,7,MonolithicController,OM,,,,,,,
BW,7,7,DirectedController,OK,1440,46.2,1151,1151,1662,1662,385
BW,7,7,PORController,OM,,,,,,,
BW,7,7,PORGeneralizedController,OM,,,,,,,
BW,7,8,MonolithicController,OM,,,,,,,
BW,7,8,DirectedController,OK,1703,138.33,1279,1279,1854,1854,457
BW,7,8,PORController,OM,,,,,,,
BW,7,8,PORGeneralizedController,OM,,,,,,,
BW,7,9,MonolithicController,OM,,,,,,,
BW,7,9,DirectedController,OK,2041,123.98,1407,1407,2046,2046,600
BW,7,9,PORController,OM,,,,,,,
BW,7,9,PORGeneralizedController,OM,,,,,,,
BW,7,10,MonolithicController,OM,,,,,,,
BW,7,10,DirectedController,OK,2934,105.53,1535,1535,2238,2238,902
BW,7,10,PORController,OM,,,,,,,
BW,7,10,PORGeneralizedController,OM,,,,,,,
BW,7,11,MonolithicController,OM,,,,,,,
BW,7,11,DirectedController,OK,2529,81.94,1663,1663,2430,2430,791
BW,7,11,PORController,OM,,,,,,,
BW,7,11,PORGeneralizedController,OM,,,,,,,
BW,7,12,MonolithicController,OM,,,,,,,
BW,7,12,DirectedController,OK,3396,203.23,1791,1791,2622,2622,1043
BW,7,12,PORController,OM,,,,,,,
BW,7,12,PORGeneralizedController,OM,,,,,,,
BW,7,13,MonolithicController,OM,,,,,,,
BW,7,13,DirectedController,OK,3651,79.76,1919,1919,2814,2814,1211
BW,7,13,PORController,OM,,,,,,,
BW,7,13,PORGeneralizedController,OM,,,,,,,
BW,7,14,MonolithicController,OM,,,,,,,
BW,7,14,DirectedController,OK,3807,59.07,2047,2047,3006,3006,1248
BW,7,14,PORController,OM,,,,,,,
BW,7,14,PORGeneralizedController,OM,,,,,,,
BW,7,15,MonolithicController,OM,,,,,,,
BW,7,15,DirectedController,OK,4456,210.59,2175,2175,3198,3198,1419
BW,7,15,PORController,OM,,,,,,,
BW,7,15,PORGeneralizedController,OM,,,,,,,
BW,8,1,MonolithicController,OK,3639,1208.32,65538,65537,668492,321376,0
BW,8,1,DirectedController,OK,582,72.82,767,767,1022,1022,104
BW,8,1,PORController,OK,226,85.62,991,9842,6868,52745,0
BW,8,1,PORGeneralizedController,OK,447,231.42,991,9842,6868,52745,0
BW,8,2,MonolithicController,OM,,,,,,,
BW,8,2,DirectedController,OK,949,45.58,1023,1023,1406,1406,246
BW,8,2,PORController,OK,718,1034.24,6007,395388,48652,2847542,0
BW,8,2,PORGeneralizedController,OM,,,,,,,
BW,8,3,MonolithicController,OM,,,,,,,
BW,8,3,DirectedController,OK,1315,26.25,1279,1279,1790,1790,353
BW,8,3,PORController,OM,,,,,,,
BW,8,3,PORGeneralizedController,OM,,,,,,,
BW,8,4,MonolithicController,OM,,,,,,,
BW,8,4,DirectedController,OK,1579,108.59,1535,1535,2174,2174,469
BW,8,4,PORController,OM,,,,,,,
BW,8,4,PORGeneralizedController,OM,,,,,,,
BW,8,5,MonolithicController,OM,,,,,,,
BW,8,5,DirectedController,OK,2216,101.39,1791,1791,2558,2558,640
BW,8,5,PORController,OM,,,,,,,
BW,8,5,PORGeneralizedController,OM,,,,,,,
BW,8,6,MonolithicController,OM,,,,,,,
BW,8,6,DirectedController,OK,2403,162.63,2047,2047,2942,2942,774
BW,8,6,PORController,OM,,,,,,,
BW,8,6,PORGeneralizedController,OM,,,,,,,
BW,8,7,MonolithicController,OM,,,,,,,
BW,8,7,DirectedController,OK,3184,45.05,2303,2303,3326,3326,1085
BW,8,7,PORController,OM,,,,,,,
BW,8,7,PORGeneralizedController,OM,,,,,,,
BW,8,8,MonolithicController,OM,,,,,,,
BW,8,8,DirectedController,OK,3398,97.41,2559,2559,3710,3710,1024
BW,8,8,PORController,OM,,,,,,,
BW,8,8,PORGeneralizedController,OM,,,,,,,
BW,8,9,MonolithicController,OM,,,,,,,
BW,8,9,DirectedController,OK,3523,153.47,2815,2815,4094,4094,1042
BW,8,9,PORController,OM,,,,,,,
BW,8,9,PORGeneralizedController,OM,,,,,,,
BW,8,10,MonolithicController,OM,,,,,,,
BW,8,10,DirectedController,OK,3819,195.13,3071,3071,4478,4478,1224
BW,8,10,PORController,OM,,,,,,,
BW,8,10,PORGeneralizedController,OM,,,,,,,
BW,8,11,MonolithicController,OM,,,,,,,
BW,8,11,DirectedController,OK,4345,98.8,3327,3327,4862,4862,1525
BW,8,11,PORController,OM,,,,,,,
BW,8,11,PORGeneralizedController,OM,,,,,,,
BW,8,12,MonolithicController,OM,,,,,,,
BW,8,12,DirectedController,OK,5371,252.9,3583,3583,5246,5246,1759
BW,8,12,PORController,OM,,,,,,,
BW,8,12,PORGeneralizedController,OM,,,,,,,
BW,8,13,MonolithicController,OM,,,,,,,
BW,8,13,DirectedController,OK,6130,350.31,3839,3839,5630,5630,2050
BW,8,13,PORController,OM,,,,,,,
BW,8,13,PORGeneralizedController,OM,,,,,,,
BW,8,14,MonolithicController,OM,,,,,,,
BW,8,14,DirectedController,OK,7536,325.85,4095,4095,6014,6014,2705
BW,8,14,PORController,OM,,,,,,,
BW,8,14,PORGeneralizedController,OM,,,,,,,
BW,8,15,MonolithicController,OM,,,,,,,
BW,8,15,DirectedController,OK,7782,307.13,4351,4351,6398,6398,2628
BW,8,15,PORController,OM,,,,,,,
BW,8,15,PORGeneralizedController,OM,,,,,,,
BW,9,1,MonolithicController,OM,,,,,,,
BW,9,1,DirectedController,OK,1095,76.5,1535,1535,2046,2046,245
BW,9,1,PORController,OK,298,108.13,1431,29525,11209,177660,0
BW,9,1,PORGeneralizedController,OK,623,1018.08,1431,29525,11209,177660,0
BW,9,2,MonolithicController,OM,,,,,,,
BW,9,2,DirectedController,OK,1647,97.95,2047,2047,2814,2814,373
BW,9,2,PORController,OM,,,,,,,
BW,9,2,PORGeneralizedController,OM,,,,,,,
BW,9,3,MonolithicController,OM,,,,,,,
BW,9,3,DirectedController,OK,2377,129.06,2559,2559,3582,3582,767
BW,9,3,PORController,OM,,,,,,,
BW,9,3,PORGeneralizedController,OM,,,,,,,
BW,9,4,MonolithicController,OM,,,,,,,
BW,9,4,DirectedController,OK,3198,81.18,3071,3071,4350,4350,1177
BW,9,4,PORController,OM,,,,,,,
BW,9,4,PORGeneralizedController,OM,,,,,,,
BW,9,5,MonolithicController,OM,,,,,,,
BW,9,5,DirectedController,OK,4295,152.14,3583,3583,5118,5118,1501
BW,9,5,PORController,OM,,,,,,,
BW,9,5,PORGeneralizedController,OM,,,,,,,
BW,9,6,MonolithicController,OM,,,,,,,
BW,9,6,DirectedController,OK,4590,261.45,4095,4095,5886,5886,1677
BW,9,6,PORController,OM,,,,,,,
BW,9,6,PORGeneralizedController,OM,,,,,,,
BW,9,7,MonolithicController,OM,,,,,,,
BW,9,7,DirectedController,OK,5367,176.12,4607,4607,6654,6654,2037
BW,9,7,PORController,OM,,,,,,,
BW,9,7,PORGeneralizedController,OM,,,,,,,
BW,9,8,MonolithicController,OM,,,,,,,
BW,9,8,DirectedController,OK,5447,225.34,5119,5119,7422,7422,1741
BW,9,8,PORController,OM,,,,,,,
BW,9,8,PORGeneralizedController,OM,,,,,,,
BW,9,9,MonolithicController,OM,,,,,,,
BW,9,9,DirectedController,OK,6682,127.32,5631,5631,8190,8190,2354
BW,9,9,PORController,OM,,,,,,,
BW,9,9,PORGeneralizedController,OM,,,,,,,
BW,9,10,MonolithicController,OM,,,,,,,
BW,9,10,DirectedController,OK,7408,135.13,6143,6143,8958,8958,2594
BW,9,10,PORController,OM,,,,,,,
BW,9,10,PORGeneralizedController,OM,,,,,,,
BW,9,11,MonolithicController,OM,,,,,,,
BW,9,11,DirectedController,OK,9071,292.84,6655,6655,9726,9726,3150
BW,9,11,PORController,OM,,,,,,,
BW,9,11,PORGeneralizedController,OM,,,,,,,
BW,9,12,MonolithicController,OM,,,,,,,
BW,9,12,DirectedController,OK,10999,456.54,7167,7167,10494,10494,3994
BW,9,12,PORController,OM,,,,,,,
BW,9,12,PORGeneralizedController,OM,,,,,,,
BW,9,13,MonolithicController,OM,,,,,,,
BW,9,13,DirectedController,OK,14053,244.26,7679,7679,11262,11262,5037
BW,9,13,PORController,OM,,,,,,,
BW,9,13,PORGeneralizedController,OM,,,,,,,
BW,9,14,MonolithicController,OM,,,,,,,
BW,9,14,DirectedController,OK,15296,565.13,8191,8191,12030,12030,5302
BW,9,14,PORController,OM,,,,,,,
BW,9,14,PORGeneralizedController,OM,,,,,,,
BW,9,15,MonolithicController,OM,,,,,,,
BW,9,15,DirectedController,OK,17733,407.97,8703,8703,12798,12798,6424
BW,9,15,PORController,OM,,,,,,,
BW,9,15,PORGeneralizedController,OM,,,,,,,
BW,10,1,MonolithicController,OM,,,,,,,
BW,10,1,DirectedController,OK,1930,61.88,3071,3071,4094,4094,474
BW,10,1,PORController,OK,489,277.13,2003,88574,17502,591515,0
BW,10,1,PORGeneralizedController,OK,951,3123.2,2003,88574,17502,591515,0
BW,10,2,MonolithicController,OM,,,,,,,
BW,10,2,DirectedController,OK,3403,74.13,4095,4095,5630,5630,1193
BW,10,2,PORController,OM,,,,,,,
BW,10,2,PORGeneralizedController,OM,,,,,,,
BW,10,3,MonolithicController,OM,,,,,,,
BW,10,3,DirectedController,OK,4105,172.7,5119,5119,7166,7166,1576
BW,10,3,PORController,OM,,,,,,,
BW,10,3,PORGeneralizedController,OM,,,,,,,
BW,10,4,MonolithicController,OM,,,,,,,
BW,10,4,DirectedController,OK,6540,114.9,6143,6143,8702,8702,2726
BW,10,4,PORController,OM,,,,,,,
BW,10,4,PORGeneralizedController,OM,,,,,,,
BW,10,5,MonolithicController,OM,,,,,,,
BW,10,5,DirectedController,OK,6529,283.77,7167,7167,10238,10238,2519
BW,10,5,PORController,OM,,,,,,,
BW,10,5,PORGeneralizedController,OM,,,,,,,
BW,10,6,MonolithicController,OM,,,,,,,
BW,10,6,DirectedController,OK,8038,245.92,8191,8191,11774,11774,3050
BW,10,6,PORController,OM,,,,,,,
BW,10,6,PORGeneralizedController,OM,,,,,,,
BW,10,7,MonolithicController,OM,,,,,,,
BW,10,7,DirectedController,OK,10301,482.13,9215,9215,13310,13310,3810
BW,10,7,PORController,OM,,,,,,,
BW,10,7,PORGeneralizedController,OM,,,,,,,
BW,10,8,MonolithicController,OM,,,,,,,
BW,10,8,DirectedController,OK,12668,434.46,10239,10239,14846,14846,4909
BW,10,8,PORController,OM,,,,,,,
BW,10,8,PORGeneralizedController,OM,,,,,,,
BW,10,9,MonolithicController,OM,,,,,,,
BW,10,9,DirectedController,OK,14209,355.13,11263,11263,16382,16382,5739
BW,10,9,PORController,OM,,,,,,,
BW,10,9,PORGeneralizedController,OM,,,,,,,
BW,10,10,MonolithicController,OM,,,,,,,
BW,10,10,DirectedController,OK,18339,292.42,12287,12287,17918,17918,7462
BW,10,10,PORController,OM,,,,,,,
BW,10,10,PORGeneralizedController,OM,,,,,,,
BW,10,11,MonolithicController,OM,,,,,,,
BW,10,11,DirectedController,OK,22143,490.01,13311,13311,19454,19454,8974
BW,10,11,PORController,OM,,,,,,,
BW,10,11,PORGeneralizedController,OM,,,,,,,
BW,10,12,MonolithicController,OM,,,,,,,
BW,10,12,DirectedController,OK,26481,426.13,14335,14335,20990,20990,11034
BW,10,12,PORController,OM,,,,,,,
BW,10,12,PORGeneralizedController,OM,,,,,,,
BW,10,13,MonolithicController,OM,,,,,,,
BW,10,13,DirectedController,OK,32122,693.38,15359,15359,22526,22526,13768
BW,10,13,PORController,OM,,,,,,,
BW,10,13,PORGeneralizedController,OM,,,,,,,
BW,10,14,MonolithicController,OM,,,,,,,
BW,10,14,DirectedController,OK,37526,785.0,16383,16383,24062,24062,16474
BW,10,14,PORController,OM,,,,,,,
BW,10,14,PORGeneralizedController,OM,,,,,,,
BW,10,15,MonolithicController,OM,,,,,,,
BW,10,15,DirectedController,OK,43975,557.48,17407,17407,25598,25598,19952
BW,10,15,PORController,OM,,,,,,,
BW,10,15,PORGeneralizedController,OM,,,,,,,
BW,11,1,MonolithicController,OM,,,,,,,
BW,11,1,DirectedController,OK,3963,186.43,6143,6143,8190,8190,1406
BW,11,1,PORController,OK,583,688.13,2731,265721,26338,1950666,0
BW,11,1,PORGeneralizedController,OM,,,,,,,
BW,11,2,MonolithicController,OM,,,,,,,
BW,11,2,DirectedController,OK,5467,231.34,8191,8191,11262,11262,2126
BW,11,2,PORController,OM,,,,,,,
BW,11,2,PORGeneralizedController,OM,,,,,,,
BW,11,3,MonolithicController,OM,,,,,,,
BW,11,3,DirectedController,OK,7291,357.96,10239,10239,14334,14334,2931
BW,11,3,PORController,OM,,,,,,,
BW,11,3,PORGeneralizedController,OM,,,,,,,
BW,11,4,MonolithicController,OM,,,,,,,
BW,11,4,DirectedController,OK,10983,343.04,12287,12287,17406,17406,4852
BW,11,4,PORController,OM,,,,,,,
BW,11,4,PORGeneralizedController,OM,,,,,,,
BW,11,5,MonolithicController,OM,,,,,,,
BW,11,5,DirectedController,OK,15232,558.16,14335,14335,20478,20478,7578
BW,11,5,PORController,OM,,,,,,,
BW,11,5,PORGeneralizedController,OM,,,,,,,
BW,11,6,MonolithicController,OM,,,,,,,
BW,11,6,DirectedController,OK,20444,337.69,16383,16383,23550,23550,10647
BW,11,6,PORController,OM,,,,,,,
BW,11,6,PORGeneralizedController,OM,,,,,,,
BW,11,7,MonolithicController,OM,,,,,,,
BW,11,7,DirectedController,OK,29034,656.13,18431,18431,26622,26622,15589
BW,11,7,PORController,OM,,,,,,,
BW,11,7,PORGeneralizedController,OM,,,,,,,
BW,11,8,MonolithicController,OM,,,,,,,
BW,11,8,DirectedController,OK,37824,455.51,20479,20479,29694,29694,20887
BW,11,8,PORController,OM,,,,,,,
BW,11,8,PORGeneralizedController,OM,,,,,,,
BW,11,9,MonolithicController,OM,,,,,,,
BW,11,9,DirectedController,OK,43289,551.86,22527,22527,32766,32766,24428
BW,11,9,PORController,OM,,,,,,,
BW,11,9,PORGeneralizedController,OM,,,,,,,
BW,11,10,MonolithicController,OM,,,,,,,
BW,11,10,DirectedController,OK,52326,696.99,24575,24575,35838,35838,28345
BW,11,10,PORController,OM,,,,,,,
BW,11,10,PORGeneralizedController,OM,,,,,,,
BW,11,11,MonolithicController,OM,,,,,,,
BW,11,11,DirectedController,OK,67665,1116.16,26623,26623,38910,38910,39476
BW,11,11,PORController,OM,,,,,,,
BW,11,11,PORGeneralizedController,OM,,,,,,,
BW,11,12,MonolithicController,OM,,,,,,,
BW,11,12,DirectedController,OK,81788,1064.96,28671,28671,41982,41982,47178
BW,11,12,PORController,OM,,,,,,,
BW,11,12,PORGeneralizedController,OM,,,,,,,
BW,11,13,MonolithicController,OM,,,,,,,
BW,11,13,DirectedController,OK,101896,911.23,30719,30719,45054,45054,61394
BW,11,13,PORController,OM,,,,,,,
BW,11,13,PORGeneralizedController,OM,,,,,,,
BW,11,14,MonolithicController,OM,,,,,,,
BW,11,14,DirectedController,OK,117421,1095.68,32767,32767,48126,48126,71310
BW,11,14,PORController,OM,,,,,,,
BW,11,14,PORGeneralizedController,OM,,,,,,,
BW,11,15,MonolithicController,OM,,,,,,,
BW,11,15,DirectedController,OK,131795,866.29,34815,34815,51198,51198,82456
BW,11,15,PORController,OM,,,,,,,
BW,11,15,PORGeneralizedController,OM,,,,,,,
BW,12,1,MonolithicController,OM,,,,,,,
BW,12,1,DirectedController,OK,6747,274.13,12287,12287,16382,16382,2726
BW,12,1,PORController,OM,,,,,,,
BW,12,1,PORGeneralizedController,OM,,,,,,,
BW,12,2,MonolithicController,OM,,,,,,,
BW,12,2,DirectedController,OK,14126,413.13,16383,16383,22526,22526,7466
BW,12,2,PORController,OM,,,,,,,
BW,12,2,PORGeneralizedController,OM,,,,,,,
BW,12,3,MonolithicController,OM,,,,,,,
BW,12,3,DirectedController,OK,23707,568.13,20479,20479,28670,28670,13833
BW,12,3,PORController,OM,,,,,,,
BW,12,3,PORGeneralizedController,OM,,,,,,,
BW,12,4,MonolithicController,OM,,,,,,,
BW,12,4,DirectedController,OK,39995,542.15,24575,24575,34814,34814,26509
BW,12,4,PORController,OM,,,,,,,
BW,12,4,PORGeneralizedController,OM,,,,,,,
BW,12,5,MonolithicController,OM,,,,,,,
BW,12,5,DirectedController,OK,57981,714.06,28671,28671,40958,40958,40296
BW,12,5,PORController,OM,,,,,,,
BW,12,5,PORGeneralizedController,OM,,,,,,,
BW,12,6,MonolithicController,OM,,,,,,,
BW,12,6,DirectedController,OK,81500,934.24,32767,32767,47102,47102,57907
BW,12,6,PORController,OM,,,,,,,
BW,12,6,PORGeneralizedController,OM,,,,,,,
BW,12,7,MonolithicController,OM,,,,,,,
BW,12,7,DirectedController,OK,103476,1187.84,36863,36863,53246,53246,75884
BW,12,7,PORController,OM,,,,,,,
BW,12,7,PORGeneralizedController,OM,,,,,,,
BW,12,8,MonolithicController,OM,,,,,,,
BW,12,8,DirectedController,OK,133269,1290.24,40959,40959,59390,59390,98049
BW,12,8,PORController,OM,,,,,,,
BW,12,8,PORGeneralizedController,OM,,,,,,,
BW,12,9,MonolithicController,OM,,,,,,,
BW,12,9,DirectedController,OK,166474,1136.64,45055,45055,65534,65534,123457
BW,12,9,PORController,OM,,,,,,,
BW,12,9,PORGeneralizedController,OM,,,,,,,
BW,12,10,MonolithicController,OM,,,,,,,
BW,12,10,DirectedController,OK,199694,1136.64,49151,49151,71678,71678,148470
BW,12,10,PORController,OM,,,,,,,
BW,12,10,PORGeneralizedController,OM,,,,,,,
